Total Depth (m),Latitude,Longitude,Elevation,Reference Point,Datum,Start Date,End Date,Operator,Prospect/Field
999.25,-45.23,169.34,159.13,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-43.42,169.75,35.5,SL,MSL,"April 19, 2010","April 19, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.23,169.34,158.96,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,159.03,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,159.07,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,159.13,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,158.74,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.2,169.32,162.02,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,157.59,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,160.56,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,156.46,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,160.76,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-37.33,175.78,403,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
999.25,-45.23,169.34,156.41,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,147.73,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,160.03,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-37.02,175.55,219.46,RL,MSL,"January 1, 1972","January 1, 1972",CENTRAL PACIFIC MINERALS NZ LTD,"Monowai Reef, Thames"
999.25,-45.44,170.56,425,RL,MSL,"November 9, 1988","November 9, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.21,169.33,161.92,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,157.77,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,159.8,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.32,161.02,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.33,165.88,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,159.26,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-43.4,169.77,33.5,SL,MSL,"March 16, 2013","March 19, 2013",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.21,169.33,165.33,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.43,170.57,370,RL,MSL,"November 15, 1988","November 15, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.23,169.34,158.31,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,160.89,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.35,157.3,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.2,169.32,158.61,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.43,170.57,370,RL,MSL,"November 15, 1988","November 15, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.23,169.33,160.13,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,159.08,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.2,169.32,164.02,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,159.06,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.35,157.7,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.95,169,119.22,RL,MSL,"January 1, 1999","December 31, 1999",L & M MINING LTD,Waikaka
999.25,-45.24,169.35,156.78,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,159.72,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,162,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,158.31,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,161.07,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.35,157.2,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-43.44,169.76,22.8,SL,MSL,"April 21, 2010","April 21, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.23,169.34,158.43,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.67,170.93,36.3,SL,MSL,"March 10, 2008","March 10, 2008",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.21,169.31,167.56,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.32,160.49,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.33,161.25,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,159.43,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,161.15,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.32,166.58,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,158.13,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.62,170.88,91.4,SL,MSL,"April 12, 2010","April 12, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.24,169.34,158.81,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,159.81,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,159.11,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.34,152.48,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,162.69,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.33,165.08,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.67,170.93,36,SL,MSL,"March 10, 2008","March 10, 2008",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.22,169.33,162.16,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.35,155.65,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,158.61,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.32,160.53,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,159.53,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.32,164.85,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,157.93,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,157.74,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,156.82,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,161.66,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,161.98,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,159.01,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.43,170.57,370,RL,MSL,"November 15, 1988","November 15, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.22,169.34,154.4,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.65,170.91,68.4,SL,MSL,"March 29, 2010","March 29, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.43,170.58,370,RL,MSL,"November 16, 1988","November 16, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.21,169.32,165.48,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.33,161.24,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,159.75,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,158.16,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,161.22,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.32,165.04,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,155.85,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,157.51,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.33,163.68,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.33,164.37,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.43,170.58,360,RL,MSL,"November 16, 1988","November 16, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.22,169.33,162.05,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.33,163.66,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-37.02,175.55,193.55,RL,MSL,"January 1, 1972","January 1, 1972",CENTRAL PACIFIC MINERALS NZ LTD,"Monowai Reef, Thames"
999.25,-45.22,169.34,159.93,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,157.92,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,158.98,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,156.48,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,157.89,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,155.87,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-37.02,175.55,259.08,RL,MSL,"January 1, 1972","January 1, 1972",CENTRAL PACIFIC MINERALS NZ LTD,"Monowai Reef, Thames"
999.25,-45.23,169.35,157.38,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.2,169.31,171.14,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.67,170.93,36.2,SL,MSL,"March 10, 2008","March 10, 2008",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.22,169.34,159.88,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.33,159.9,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.35,158.05,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.35,155.6,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.33,160.25,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,160.58,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.44,170.56,425,RL,MSL,"November 9, 1988","November 9, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.23,169.34,157.36,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,160.27,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,159.47,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.32,167.02,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.67,170.89,71.1,SL,MSL,"April 5, 2010","April 5, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.23,169.33,159.44,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-37.02,175.55,197.51,RL,MSL,"January 1, 1972","January 1, 1972",CENTRAL PACIFIC MINERALS NZ LTD,"Monowai Reef, Thames"
999.25,-45.43,170.57,380,RL,MSL,"November 15, 1988","November 15, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.24,169.35,155.6,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,156.54,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,156.3,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.32,158.36,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,157.05,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,156.65,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.32,160.35,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.35,156.9,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.35,158.98,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,157.24,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,158.92,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,158.75,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,159.77,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,158.4,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,159.78,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,156.8,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.32,159.22,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.33,162.22,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.67,170.89,69.8,SL,MSL,"April 7, 2010","April 7, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.22,169.32,161.98,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.33,165.12,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.35,155.16,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.33,163.95,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-43.42,169.75,37.4,SL,MSL,"April 19, 2010","April 19, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.43,170.55,380,RL,MSL,"November 14, 1988","November 14, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.23,169.35,156.8,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,159.41,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,156.2,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.32,164.64,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,159.25,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.65,170.92,59.6,SL,MSL,"March 31, 2010","March 31, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.24,169.35,157.13,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,161.24,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,161.35,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,159.55,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,159.54,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.31,166.76,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.32,161.02,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.33,152.55,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,159.61,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.34,159.12,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,156.88,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,159.07,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.32,164.63,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.32,160.52,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,156.04,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.33,162.32,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.34,155.9,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.65,170.91,68.1,SL,MSL,"March 17, 2010","March 17, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.43,170.57,380,RL,MSL,"November 15, 1988","November 15, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-43.44,169.75,22.9,SL,MSL,"April 21, 2010","April 21, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.23,169.34,158.94,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-37.02,175.55,207.26,RL,MSL,"January 1, 1972","January 1, 1972",CENTRAL PACIFIC MINERALS NZ LTD,"Monowai Reef, Thames"
999.25,-45.23,169.33,159.66,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,157.7,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.44,170.56,420,RL,MSL,"November 9, 1988","November 9, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.22,169.32,162.74,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.31,166.82,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.95,169.01,115.4,RL,MSL,"January 1, 1999","December 31, 1999",L & M MINING LTD,Waikaka
999.25,-45.22,169.34,159.7,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.32,162.11,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.35,158.62,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,157.58,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.32,165.9,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.31,164.65,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.31,164.38,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,158.61,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,158,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.2,169.32,160.72,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.33,162.24,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,158.66,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.43,170.58,360,RL,MSL,"November 16, 1988","November 16, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.2,169.32,166.53,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,158.92,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.34,158.24,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.35,156.52,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.35,156.5,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.34,158.27,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.62,170.92,91.6,SL,MSL,"April 8, 2010","April 8, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.23,169.34,158.02,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,158.5,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.32,159.99,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.33,163.87,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,156.6,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.32,165.47,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.22,169.32,162.81,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.33,156.71,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.43,170.58,365,RL,MSL,"November 16, 1988","November 16, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.23,169.33,157.63,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,158.26,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.65,170.91,67.9,SL,MSL,"March 28, 2010","March 28, 2010",SEAFIELD RESOURCES LIMITED,Offshore Westland
999.25,-45.24,169.34,158.81,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,156.95,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.35,157.01,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.21,169.31,167.78,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-37.02,175.55,186.84,RL,MSL,"January 1, 1972","January 1, 1972",CENTRAL PACIFIC MINERALS NZ LTD,"Monowai Reef, Thames"
999.25,-45.23,169.34,159.08,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.43,170.56,365,RL,MSL,"November 15, 1988","November 15, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.23,169.34,158.48,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-42.73,171.11,50.75,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
999.25,-45.23,169.35,156.5,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.24,169.33,157.46,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.95,169,119.22,RL,MSL,"January 1, 1999","December 31, 1999",L & M MINING LTD,Waikaka
999.25,-45.43,170.55,385,RL,MSL,"November 15, 1988","November 15, 1988",BHP GOLD MINES NZ LTD,"Stoneburn, Macraes Flat"
999.25,-45.23,169.33,162.05,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.34,158.6,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.23,169.33,160.24,RL,MSL,"January 1, 1900",,MINTAGO INVESTMENTS LTD,Earnscleugh
999.25,-45.94,169,119.96,RL,MSL,"January 1, 1999","December 31, 1999",L & M MINING LTD,Waikaka
