Total Depth (m),Latitude,Longitude,Elevation,Reference Point,Datum,Start Date,End Date,Operator,Prospect/Field
450.1,-42.37,171.27,273.18,RL,MSL,"April 21, 1981","April 29, 1981",SOLID ENERGY NEW ZEALAND LTD,Buller
450,-42.37,171.26,140.82,RL,MSL,"December 1, 2011","December 9, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
450,-42.37,171.27,204.22,RL,MSL,"August 10, 2009","September 1, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
449.1,-42.39,171.27,150.04,RL,MSL,"December 23, 1996","January 14, 1997",SOLID ENERGY NEW ZEALAND LTD,Buller
449,-42.39,171.27,150.04,KB,MSL,"January 14, 1997",,GREYMOUTH COAL LTD,Greymouth
449,-42.38,171.28,278.84,RL,MSL,"August 16, 2000","August 30, 2000",SOLID ENERGY NEW ZEALAND LTD,Buller
448.9,-42.37,171.26,88.24,RL,MSL,"February 18, 2010","March 6, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
448.9,-42.37,171.27,246.38,RL,MSL,"March 25, 2009","April 23, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
448.7,-42.37,171.26,66.46,RL,MSL,"March 21, 2011","April 16, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
448.6,-42.37,171.26,66.36,RL,MSL,"April 19, 2011","May 25, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
448.45,-42.38,171.28,332.99,RL,MSL,"December 3, 2000","December 19, 2000",SOLID ENERGY NEW ZEALAND LTD,Buller
448,-42.39,171.25,11.37,KB,MSL,"May 13, 1996",,GREYMOUTH COAL LTD,Greymouth
448,-42.37,171.27,185.11,KB,MSL,"July 31, 1981",,MINES DEPARTMENT,Greymouth
447.98,-42.38,171.26,58.18,RL,MSL,"January 27, 2007","February 10, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
447,-42.35,171.31,570.27,KB,MSL,"April 19, 1994",,COAL CORPORATION OF NEW ZEALAND,Greymouth
446.8,-42.35,171.31,570.27,RL,MSL,"April 1, 1994","April 16, 1994",SOLID ENERGY NEW ZEALAND LTD,Buller
446.1,-42.38,171.26,80.46,RL,MSL,"August 23, 1996","September 7, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
446,-45.93,167.92,202.16,KB,MSL,"March 13, 1985",,STATE COAL MINES,Ohai
445.95,-45.93,167.92,335.76,RL,MSL,"February 6, 1985","February 26, 1985",SOLID ENERGY NEW ZEALAND LTD,OHAI
445,-42.38,171.27,158.14,RL,MSL,"May 7, 2009","May 30, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
444.9,-42.36,171.26,161.38,RL,MSL,"August 10, 1981","October 6, 1981",SOLID ENERGY NEW ZEALAND LTD,Buller
444,-38.23,175.18,85.61,KB,MSL,"October 15, 1981",,MINES DEPARTMENT,Te Kuiti
443.7,-42.37,171.26,79.87,RL,MSL,"February 25, 2011","March 21, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
442.87,-42.42,171.26,25.6,RL,MSL,"December 8, 2007","December 20, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
442.7,-42.39,171.25,11.37,RL,MSL,"April 23, 1996","May 13, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
442.4,-42.37,171.27,170.1,RL,MSL,"November 14, 2011","December 8, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
442.3,-42.38,171.28,310.6,RL,MSL,"December 8, 1980","February 14, 1981",SOLID ENERGY NEW ZEALAND LTD,Buller
442,-42.38,171.28,310.6,KB,MSL,"February 14, 1981",,MINES DEPARTMENT,Greymouth
441.9,-37.48,175.09,25,RL,MSL,"August 10, 2006","August 25, 2006",SOLID ENERGY NEW ZEALAND LTD,Huntly
440.41,-42.37,171.26,100,RL,MSL,"September 14, 1995","October 14, 1995",SOLID ENERGY NEW ZEALAND LTD,Buller
440,-42.37,171.26,100,KB,MSL,"September 14, 1995",,GREYMOUTH COAL LTD,Greymouth
440,-42.37,171.26,57.74,RL,MSL,"August 21, 2010","September 6, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
440,-42.37,171.27,246.88,RL,MSL,"February 20, 2009","March 24, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
439,-37.5,175.12,8.5,RL,MSL,"February 4, 2009","February 23, 2009",SOLID ENERGY NEW ZEALAND LTD,Huntly
437.41,-42.37,171.27,191.38,RL,MSL,"October 27, 2009","October 29, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
437.4,-37.49,175.09,22,RL,MSL,"September 5, 2006","September 9, 2006",SOLID ENERGY NEW ZEALAND LTD,Huntly
437.4,-42.38,171.26,49.67,RL,MSL,"May 17, 2006","June 1, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
437.3,-42.38,171.26,48.59,RL,MSL,"July 19, 1996","August 6, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
437.2,-42.36,171.26,135.3,RL,MSL,"May 5, 2010","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
437.1,-42.38,171.26,51.24,RL,MSL,"September 5, 2005","September 30, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
437.1,-42.38,171.26,51.24,RL,MSL,"September 12, 2005","September 25, 2005",SOLID ENERGY NEW ZEALAND LTD,Greymouth
437,-42.37,171.27,127,KB,MSL,"October 19, 1996",,GREYMOUTH COAL LTD,Greymouth
437,-42.38,171.25,20,KB,MSL,"September 26, 1996",,GREYMOUTH COAL LTD,Greymouth
437,-42.37,171.27,127.19,RL,MSL,"October 11, 1996","October 19, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
437,-42.38,171.26,49.09,KB,MSL,"August 6, 1996",,GREYMOUTH COAL LTD,Greymouth
436.9,-42.37,171.26,59.3,RL,MSL,"February 16, 2011","March 23, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
436.7,-42.38,171.27,100.25,RL,MSL,"April 10, 2006","May 3, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
436.6,-42.38,171.25,14.48,RL,MSL,"September 11, 1996","September 26, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
436.5,-42.38,171.26,90.06,RL,MSL,"January 18, 1997","January 28, 1997",SOLID ENERGY NEW ZEALAND LTD,Buller
436.4,-42.37,171.26,87.87,RL,MSL,"October 6, 2010","October 31, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
436,-42.38,171.26,90.05,KB,MSL,"January 28, 1997",,GREYMOUTH COAL LTD,Greymouth
434.6,-45.93,167.92,279.13,RL,MSL,"February 28, 1985","March 22, 1985",SOLID ENERGY NEW ZEALAND LTD,OHAI
434.6,-42.36,171.31,623.39,RL,MSL,"September 11, 2002","September 20, 2002",SOLID ENERGY NEW ZEALAND LTD,Buller
434.26,-42.36,171.31,623.39,RL,MSL,"May 25, 2003","August 27, 2003",SOLID ENERGY NEW ZEALAND LTD,Greymouth
434,-42.38,171.26,81.54,RL,MSL,"August 23, 2007","September 10, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
433.65,-42.37,171.33,579.22,RL,MSL,"March 31, 1993","April 7, 1993",SOLID ENERGY NEW ZEALAND LTD,Buller
433.65,-42.37,171.33,579.22,KB,MSL,"January 1, 1993","January 1, 1993",UNKNOWN,Greymouth
432.8,-42.17,171.98,883,RL,MSL,"March 21, 2011","May 2, 2011",FRANCIS MINING COMPANY LTD,Garvey Creek
432,-38.08,175.15,80.62,KB,MSL,"May 7, 1983",,STATE COAL MINES,Tihiroa
431.98,-37.51,175.12,9.9,RL,MSL,"April 15, 2011","December 3, 2011",SOLID ENERGY NEW ZEALAND LTD,Huntly
431.94,-37.22,175.1,8.22,RL,MSL,"July 5, 1983","July 25, 1983",NZ COAL RESOURCES SURVEY,Maramarua
431.6,-42.38,171.27,198.53,RL,MSL,"January 27, 2009","February 13, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
431.1,-38.08,175.14,103.82,RL,MSL,"February 20, 1981","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
431,-42.38,171.26,123.76,RL,MSL,"May 20, 2009","June 20, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
431,-38.08,175.14,103.82,KB,MSL,"February 20, 1981",,STATE COAL MINES,Tihiroa
430.6,-42.17,171.97,850,RL,MSL,"May 19, 2010","July 1, 2010",FRANCIS MINING COMPANY LTD,Garvey Creek
430.5,-42.36,171.27,126.71,RL,MSL,"January 16, 2011","February 11, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
429,-42.36,171.26,86.5,KB,MSL,"November 23, 1979",,MINES DEPARTMENT,Greymouth
429,-42.36,171.26,86.5,RL,MSL,"October 25, 1979","November 22, 1979",SOLID ENERGY NEW ZEALAND LTD,Buller
428.9,-42.37,171.26,78.35,RL,MSL,"September 11, 2008","October 10, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
428.6,-42.39,171.26,36.32,RL,MSL,"February 18, 2008","March 28, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
428.1,-42.38,171.29,238.12,RL,MSL,"September 4, 2007","October 13, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
428,-42.38,171.26,80.5,KB,MSL,"May 23, 1987",,GREYMOUTH COAL LTD,Greymouth
428,-38.06,175.2,32.8,RL,MSL,"December 8, 1980","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
428,-42.39,171.27,150,KB,MSL,"December 20, 1996",,GREYMOUTH COAL LTD,Greymouth
428,-42.39,171.27,149.44,RL,MSL,"December 6, 1996","December 20, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
427.5,-42.38,171.26,80.5,RL,MSL,"May 5, 1987","May 24, 1987",SOLID ENERGY NEW ZEALAND LTD,Buller
427.5,-42.37,171.27,112.79,RL,MSL,"September 24, 2008","October 21, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
427,-45.94,167.94,200.53,KB,MSL,"May 10, 1986",,STATE COAL MINES,Ohai
426.4,-42.38,171.26,49.56,RL,MSL,"June 6, 2006","June 16, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
426,-42.36,171.26,161.38,KB,MSL,"September 21, 1981",,MINES DEPARTMENT,Greymouth
425,-42.37,171.27,204.2,RL,MSL,"September 2, 2009","September 28, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
425,-42.37,171.27,166.25,RL,MSL,"June 24, 2009","August 16, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
425,-42.38,171.28,248.09,RL,MSL,"September 7, 1998","September 24, 1998",SOLID ENERGY NEW ZEALAND LTD,Buller
425,-42.38,171.28,248.09,KB,MSL,"September 24, 1998",,GREYMOUTH COAL LTD,Greymouth
424.7,-42.38,171.26,88.79,RL,MSL,"June 29, 2004","July 26, 2004",SOLID ENERGY NEW ZEALAND LTD,Greymouth
424,-38.06,175.2,32.8,KB,MSL,"December 5, 1980",,UNKNOWN,Kawhia
423.62,-42.36,171.26,165.14,RL,MSL,"October 18, 2010","December 6, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
422.1,-42.37,171.26,93.81,RL,MSL,"July 14, 2010","September 29, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
422,-42.38,171.26,88.79,RL,MSL,"June 28, 2004","July 26, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
422,-42.39,171.26,29.5,KB,MSL,"June 1, 1996",,GREYMOUTH COAL LTD,Greymouth
421.9,-42.38,171.26,62.7,RL,MSL,"May 22, 2007","June 19, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
421.9,-42.37,171.26,59.35,RL,MSL,"October 13, 2008","November 5, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
421.9,-42.37,171.26,85.91,RL,MSL,"August 6, 2008","October 9, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
421.7,-42.39,171.26,29.5,RL,MSL,"May 16, 1996","June 1, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
420.8,-42.38,171.26,63.35,RL,MSL,"June 19, 2006","June 30, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
420,-42.39,171.26,25.17,KB,MSL,"February 7, 1997",,GREYMOUTH COAL LTD,Greymouth
420,-37.52,175.07,20.66,RL,MSL,"January 1, 1900",,SOLID ENERGY NEW ZEALAND LTD,Huntly
419.6,-42.39,171.26,25.17,RL,MSL,"January 30, 1997","February 7, 1997",SOLID ENERGY NEW ZEALAND LTD,Buller
419.41,-42.37,171.26,54.06,RL,MSL,"July 27, 2010","September 2, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
419.3,-42.39,171.26,36.53,RL,MSL,"November 24, 2004","February 10, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
419.3,-42.39,171.26,36.53,RL,MSL,"November 25, 2004","December 8, 2004",SOLID ENERGY NEW ZEALAND LTD,Greymouth
419,-37.49,175.09,16.1,RL,MSL,"August 26, 2006","September 2, 2006",SOLID ENERGY NEW ZEALAND LTD,Huntly
419,-42.37,171.26,56.44,RL,MSL,"January 17, 2011","February 25, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
419,-42.37,171.26,98.75,KB,MSL,"May 5, 1987",,GREYMOUTH COAL LTD,Greymouth
418.8,-42.37,171.26,140.6,RL,MSL,"November 14, 2011","December 1, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
418.8,-42.38,171.26,123.89,RL,MSL,"November 22, 2005","December 19, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
418.5,-42.37,171.26,98.75,RL,MSL,"April 15, 1987","May 5, 1987",SOLID ENERGY NEW ZEALAND LTD,Buller
418,-37.48,175.09,8.01,RL,MSL,"September 11, 2006","September 18, 2006",SOLID ENERGY NEW ZEALAND LTD,Huntly
417.45,-45.92,167.93,296.07,RL,MSL,"February 10, 1956","February 10, 1956",SOLID ENERGY NEW ZEALAND LTD,OHAI
417.4,-37.51,175.14,8.35,RL,MSL,"May 28, 2007","June 18, 2007",SOLID ENERGY NEW ZEALAND LTD,Huntly
417,-45.92,167.93,162.47,KB,MSL,"August 4, 1984",,STATE COAL MINES,Ohai
416,-38.05,175.16,36.4,KB,MSL,"October 9, 1980",,STATE COAL MINES,Kawhia
416,-42.37,171.27,190,KB,MSL,"November 19, 1996",,GREYMOUTH COAL LTD,Greymouth
415.7,-42.38,171.26,62.34,RL,MSL,"May 3, 2007","May 22, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
415.7,-42.38,171.26,51.22,RL,MSL,"August 31, 2005","September 4, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
415.7,-42.38,171.26,51.22,RL,MSL,"September 1, 2005","September 6, 2005",SOLID ENERGY NEW ZEALAND LTD,Greymouth
415.5,-42.38,171.27,185.1,RL,MSL,"November 9, 1996","November 19, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
415.4,-42.37,171.25,68.41,RL,MSL,"January 22, 1987","February 8, 1987",SOLID ENERGY NEW ZEALAND LTD,Buller
415.3,-42.16,171.97,891,RL,MSL,"February 17, 2010","March 25, 2010",FRANCIS MINING COMPANY LTD,Garvey Creek
415.15,-39.02,174.86,128,RL,MSL,"February 23, 2007","March 24, 2007",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
415.15,-39.02,174.86,128,RL,MSL,"February 23, 2007","February 24, 2007",SOLID ENERGY NEW ZEALAND LTD,Tangarakau-Ohura
415,-42.38,171.27,120.83,RL,MSL,"February 14, 2009","February 27, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
415,-42.37,171.25,68.41,KB,MSL,"February 8, 1987",,GREYMOUTH COAL LTD,Greymouth
415,-46.26,169.9,47.1,KB,MSL,"April 15, 1985",,MINES DEPARTMENT,Kaitangata
414.9,-42.38,171.26,42.26,RL,MSL,"July 8, 2005","July 21, 2005",SOLID ENERGY NEW ZEALAND LTD,Greymouth
414.9,-42.38,171.26,42.26,RL,MSL,"July 8, 2005","July 24, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
414.4,-42.38,171.27,139.31,RL,MSL,"June 4, 2009","July 7, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
414.06,-38.1,175.05,376.53,RL,MSL,"June 8, 1984","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
414,-42.37,171.26,57.36,RL,MSL,"August 8, 2010","August 25, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
414,-45.94,167.94,201.39,KB,MSL,"October 4, 1986",,STATE COAL MINES,Ohai
414,-38.06,175.04,431.8,KB,MSL,"March 11, 1982",,MINES DEPARTMENT,Kawhia
414,-45.94,167.94,199.03,KB,MSL,"November 13, 1986",,STATE COAL MINES,Ohai
413.92,-42.38,171.27,198.52,RL,MSL,"February 18, 2009","March 10, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
413.5,-42.38,171.25,9.3,RL,MSL,"July 30, 1980","August 25, 1980",SOLID ENERGY NEW ZEALAND LTD,Buller
413.05,-42.38,171.26,77.93,RL,MSL,"April 28, 2009","May 23, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
413,-42.38,171.25,9.3,KB,MSL,"August 25, 1980",,NZCRS,Greymouth
412.7,-42.38,171.26,54.91,RL,MSL,"June 12, 2005","June 29, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
412.7,-42.38,171.26,54.91,RL,MSL,"June 15, 2005","June 27, 2005",SOLID ENERGY NEW ZEALAND LTD,Greymouth
412,-38.06,175.14,62.5,KB,MSL,"March 24, 1980",,STATE COAL MINES,Kawhia
412,-42.38,171.26,80.7,RL,MSL,"July 11, 1987","July 25, 1987",SOLID ENERGY NEW ZEALAND LTD,Buller
412,-38.1,175.05,376.53,KB,MSL,"June 11, 1984",,MINES DEPARTMENT,Kawhia
412,-42.38,171.26,80.7,KB,MSL,"April 12, 1990",,GREYMOUTH COAL LTD,Greymouth
410.9,-42.38,171.26,123.67,RL,MSL,"May 16, 2008","May 2, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
410.25,-42.38,171.27,138.92,RL,MSL,"August 1, 2008","August 27, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
410.2,-42.35,171.31,648.72,RL,MSL,"April 4, 2012","April 25, 2012",SOLID ENERGY NEW ZEALAND LTD,Buller
410.2,-42.35,171.31,648.72,RL,MSL,"April 4, 2012","April 25, 2012",SOLID ENERGY NEW ZEALAND LTD,Greymouth
410,-42.37,171.25,145,KB,MSL,"September 17, 1996",,GREYMOUTH COAL LTD,Greymouth
410,-42.37,171.27,185.68,RL,MSL,"July 17, 2009","August 14, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
410,-42.37,171.26,152.41,RL,MSL,"September 7, 1996","September 17, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
410,-42.38,171.26,66.47,RL,MSL,"November 7, 2008","December 6, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
409.96,-42.45,171.31,22.25,RL,MSL,"May 1, 1932","March 15, 1915",SOLID ENERGY NEW ZEALAND LTD,Buller
409.8,-42.37,171.27,268.39,RL,MSL,"February 12, 2011","March 13, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
409.4,-42.38,171.27,119.7,RL,MSL,"August 25, 2006","September 8, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
409.4,-42.38,171.27,198.59,RL,MSL,"May 27, 1987","June 7, 1987",SOLID ENERGY NEW ZEALAND LTD,Buller
409,-42.38,171.27,198.59,KB,MSL,"June 7, 1987",,GREYMOUTH COAL LTD,Greymouth
408.35,-42.38,171.26,54.4,RL,MSL,"June 30, 2005","July 21, 2005",SOLID ENERGY NEW ZEALAND LTD,Greymouth
408.35,-42.38,171.26,54.5,RL,MSL,"June 30, 2005","July 21, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
408.13,-45.93,167.92,324.79,RL,MSL,"January 1, 1952","January 1, 1952",SOLID ENERGY NEW ZEALAND LTD,OHAI
408,-42.37,171.26,71.39,KB,MSL,"September 28, 1992",,GREYMOUTH COAL LTD,Greymouth
407.92,-37.52,175.07,21.25,RL,MSL,"January 1, 1900",,SOLID ENERGY NEW ZEALAND LTD,Huntly
407.1,-42.39,171.27,150.04,RL,MSL,"December 10, 1996","December 19, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
407,-45.94,167.93,198.5,KB,MSL,"July 15, 1986",,STATE COAL MINES,Ohai
407,-42.39,171.27,150.04,KB,MSL,"December 19, 1996",,GREYMOUTH COAL LTD,Greymouth
407,-41.96,172.17,271.27,RL,MSL,"December 8, 2007","December 20, 2007",SOLID ENERGY NEW ZEALAND LTD,Flatcreek
406.6,-42.37,171.27,249.75,RL,MSL,"January 13, 2010","March 19, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
406.3,-42.37,171.26,85.43,RL,MSL,"November 30, 2009","January 11, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
406.2,-42.37,171.26,72.01,RL,MSL,"January 24, 2012","February 17, 2012",SOLID ENERGY NEW ZEALAND LTD,Buller
406,-38.04,174.99,106.5,KB,MSL,"July 1, 1982",,MINES DEPARTMENT,Kawhia
406,-41.76,171.84,660.1,KB,MSL,"August 22, 1984",,MINES DEPARTMENT,Buller
405.95,-42.38,171.27,158.19,RL,MSL,"July 2, 2008","July 24, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
405.8,-42.37,171.26,71.39,RL,MSL,"February 3, 1991","April 28, 1991",SOLID ENERGY NEW ZEALAND LTD,Buller
405.7,-41.76,171.84,660.09,RL,MSL,"July 17, 1984","August 22, 1984",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
405.46,-37.52,175.07,10.28,RL,MSL,"February 22, 2011","March 10, 2011",SOLID ENERGY NEW ZEALAND LTD,Huntly
405,-42.37,171.26,90.32,RL,MSL,"September 15, 2009","September 30, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
404.75,-42.37,171.26,100.4,RL,MSL,"June 29, 1996","July 5, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
404.3,-42.39,171.26,36.7,RL,MSL,"November 29, 2005","January 13, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
404.1,-42.37,171.26,149.6,RL,MSL,"April 6, 2011","May 11, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
404,-42.37,171.27,166.65,RL,MSL,"July 5, 2010","July 22, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
404,-42.37,171.26,121.08,RL,MSL,"March 14, 2011","April 9, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
403.6,-42.38,171.28,279.12,RL,MSL,"July 29, 2000","August 15, 2000",SOLID ENERGY NEW ZEALAND LTD,Buller
403.5,-42.39,171.27,150,RL,MSL,"February 7, 2001","February 14, 2001",SOLID ENERGY NEW ZEALAND LTD,Buller
403.5,-41.71,171.79,234.5,RL,MSL,"March 16, 2009","April 23, 2009",SOLID ENERGY NEW ZEALAND LTD,LOWERWAI
403.4,-42.37,171.26,74.27,RL,MSL,"October 13, 2009","November 28, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
403.2,-42.38,171.27,187.68,RL,MSL,"August 4, 2000","August 19, 2000",SOLID ENERGY NEW ZEALAND LTD,Buller
403.1,-42.38,171.26,50.13,RL,MSL,"January 6, 1997","January 26, 1997",SOLID ENERGY NEW ZEALAND LTD,Buller
403,-42.34,171.31,675.59,RL,MSL,"April 26, 2012","June 14, 2012",SOLID ENERGY NEW ZEALAND LTD,Greymouth
403,-42.38,171.27,173.71,RL,MSL,"July 24, 2009","August 7, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
403,-42.34,171.31,675.59,RL,MSL,"April 26, 2012","June 14, 2012",SOLID ENERGY NEW ZEALAND LTD,Buller
403,-42.38,171.26,50.13,KB,MSL,"January 26, 1997",,GREYMOUTH COAL LTD,Greymouth
402.62,-38.08,175.19,47.2,RL,MSL,"April 20, 1982","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
402,-46.24,169.83,2.78,KB,MSL,"May 5, 1983",,MINES DEPARTMENT,Kaitangata
401.7,-42.37,171.27,228.06,RL,MSL,"February 20, 2010","March 19, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
401,-42.38,171.26,48.78,RL,MSL,"May 4, 2006","May 16, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
400.8,-42.37,171.26,160.59,RL,MSL,"September 19, 2010","November 12, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
400.5,-37.52,175.07,18.58,RL,MSL,"January 1, 1900",,SOLID ENERGY NEW ZEALAND LTD,Huntly
400.5,-38.08,175.06,354.56,RL,MSL,"April 11, 1984","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
400.3,-42.39,171.26,69.67,RL,MSL,"August 8, 2007","August 21, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
400,-38.08,175.19,47.2,KB,MSL,"April 20, 1982",,STATE COAL MINES,Tihiroa
400,-42.37,171.27,123.64,RL,MSL,"August 17, 2009","September 4, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
399.7,-42.38,171.26,84.58,RL,MSL,"February 12, 2007","February 18, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
399.55,-46.26,169.91,45,RL,MSL,"February 1, 2012","March 8, 2012",L&M LIGNITE KAITANGATA LTD,Kaitangata
398.4,-42.16,171.98,855,RL,MSL,"February 14, 2011","March 15, 2011",FRANCIS MINING COMPANY LTD,Garvey Creek
398.3,-42.38,171.26,48.46,RL,MSL,"July 1, 1996","July 15, 1996",SOLID ENERGY NEW ZEALAND LTD,Buller
398,-38.04,174.99,145.29,KB,MSL,"July 30, 1983",,MINES DEPARTMENT,Kawhia
398,-45.93,167.92,205.6,KB,MSL,"August 4, 1983",,MINES DEPARTMENT,Ohai
398,-42.38,171.26,49.09,KB,MSL,"July 15, 1996",,GREYMOUTH COAL LTD,Greymouth
397.9,-42.38,171.27,99.59,RL,MSL,"June 14, 2008","June 30, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
397.8,-42.37,171.26,100.4,RL,MSL,"July 11, 1987","July 25, 1987",SOLID ENERGY NEW ZEALAND LTD,Buller
397.7,-42.38,171.27,187.68,RL,MSL,"June 23, 2000","July 12, 2000",SOLID ENERGY NEW ZEALAND LTD,Buller
397.4,-45.93,167.92,279.81,RL,MSL,"February 10, 1956","February 10, 1956",SOLID ENERGY NEW ZEALAND LTD,OHAI
397.2,-37.52,175.07,20.28,RL,MSL,"January 1, 1900",,SOLID ENERGY NEW ZEALAND LTD,Huntly
397,-45.93,167.92,279.81,KB,MSL,"March 4, 1984",,MINES DEPARTMENT,Ohai
397,-45.94,167.93,205,KB,MSL,"March 30, 1984",,MINES DEPARTMENT,Ohai
396.6,-42.37,171.26,72.61,RL,MSL,"March 21, 2011","April 27, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
396.08,-38.8,174.86,414,RL,MSL,"November 19, 2006","November 30, 2006",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
396.08,-38.8,174.86,414,RL,MSL,"November 18, 2006","November 24, 2006",SOLID ENERGY NEW ZEALAND LTD,Mokau
396,-45.93,167.92,208.6,KB,MSL,"June 11, 1983",,MINES DEPARTMENT,Ohai
395.63,-42.38,171.31,245.36,RL,MSL,"May 1, 1932","March 15, 1915",SOLID ENERGY NEW ZEALAND LTD,Buller
395.56,-45.93,167.92,342.2,RL,MSL,"February 10, 1956","February 10, 1956",SOLID ENERGY NEW ZEALAND LTD,OHAI
395.5,-42.38,171.29,151.33,RL,MSL,"June 23, 2000","July 12, 2000",SOLID ENERGY NEW ZEALAND LTD,Buller
395,-42.37,171.25,15.43,KB,MSL,"March 20, 1980",,MINES DEPARTMENT,Greymouth
