Total Depth (m),Title,Purpose,Latitude,Longitude,EPSG,Elevation,Reference Point,Datum,UWI,Result,Start Date,End Date,Operator
"4,150.80",Toru-1,exploration,-39.72,174.16,"4,326",32,KB,MSL,100000113642,gas/condensate,"July 17, 1990","September 16, 1990",TCPL RESOURCES LTD
"4,150.00",MB-X(4)-A,production,-39.65,173.32,"4,326",39.42,RT,MSL,100000502182,oil,"March 26, 1993","December 28, 1993",SHELL TODD OIL SERVICES LIMITED
"4,150.00",Manu-1,exploration,-39.24,174.36,"4,326",177.6,RT,MSL,100000222393,gas shows,"October 5, 1996","December 4, 1996",FLETCHER CHALLENGE ENERGY TARANAKI
"4,144.00",Tui-2HP,production,-39.44,173.24,"4,326",19.46,RT,MSL,100000904778,oil,"January 19, 2007","January 20, 2007",AUSTRALIAN WORLDWIDE EXPLORATION
"4,136.00",Turangi-1,exploration,-39.01,174.31,"4,326",54.6,DF,MSL,100000536051,gas shows,"April 7, 2005","May 9, 2005",GREYMOUTH PETROLEUM LTD
"4,129.00",Goss-A1,exploration,-39.38,174.36,"4,326",235.9,RT,MSL,100000548156,water,"November 20, 2005","June 30, 2006",SWIFT ENERGY NEW ZEALAND LTD
"4,126.40",MA-04A,production,-39.55,173.45,"4,326",46.35,DF,MSL,100000784669,oil,"March 15, 2013","May 23, 2013",SHELL TODD OIL SERVICES LIMITED
"4,126.00",Ngatoro-1,exploration,-39.2,174.17,"4,326",327.4,KB,MSL,100000113264,oil/gas,"December 18, 1983","March 27, 1984",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"4,115.00",Onaero-1R,exploration,-39,174.37,"4,326",50.61,DF,MSL,100000113343R,gas/condensate,"July 2, 2011","August 4, 2011",GREYMOUTH PETROLEUM LTD
"4,114.00",MA-10A,production,-39.55,173.45,"4,326",45.13,RT,MSL,100000762213,gas,"May 18, 2006","May 26, 2006",SHELL TODD OIL SERVICES LIMITED
"4,110.00",Pateke-4H,production,-39.38,173.2,"4,326",23.96,RT,MSL,100000790909,oil,"February 9, 2014","May 18, 2014",AUSTRALIAN WORLDWIDE EXPLORATION
"4,102.00",Maui B-6C,production,-39.65,173.32,"4,326",43.9,KB,MSL,100000762112,dry,"April 18, 2000","April 27, 2000",SHELL BP AND TODD OIL SERVICES LTD
"4,100.00",Makino-1A,exploration,-39.49,174.42,"4,326",229.97,KB,MSL,100000787677,dry,"December 10, 2001","February 17, 2002",MARABELLA ENTERPRISES LTD
"4,092.50",Turi-1,exploration,-38.49,174.43,"4,326",31,DF,MSL,100000022046,shows,"February 18, 1975","July 10, 1975",SHELL BP AND TODD OIL SERVICES LTD
"4,091.00",Beluga-1,exploration,-39.13,174.35,"4,326",99.3,RT,MSL,100000692242,gas shows,"May 8, 2010","June 16, 2010",KEA EXPLORATION LTD
"4,083.00",Pateke-4H ST1,production,-39.38,173.2,"4,326",23.96,RT,MSL,100000790910,oil,"March 22, 2014","May 18, 2014",AUSTRALIAN WORLDWIDE EXPLORATION
"4,079.80",Kapuni-8,production,-39.43,174.18,"4,326",270.05,DF,MSL,100000022139,gas,"December 31, 1974","March 14, 1975",SHELL BP AND TODD OIL SERVICES LTD
"4,072.00",Cardiff-2A,exploration,-39.37,174.28,"4,326",301.2,RT,MSL,100000531767,unknown,"October 23, 2004","January 28, 2005",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"4,065.00",Kapuni-18,production,-39.43,174.18,"4,326",269.19,RT,MSL,100000709772,gas,"February 12, 2010","March 26, 2010",SHELL TODD OIL SERVICES LIMITED
"4,064.00",Kapuni-16,appraisal,-39.48,174.2,"4,326",187.36,RT,MSL,100000474884,shows,"February 9, 2003","March 5, 2003",SHELL TODD OIL SERVICES LIMITED
"4,052.00",Kopuwai-1,exploration,-39.3,173.14,"4,326",19.45,RT,MSL,100000614625,water,"September 30, 2007","October 19, 2007",AUSTRALIAN WORLDWIDE EXPLORATION
"4,044.00",Toka-1,exploration,-39.06,174.03,"4,326",10.9,KB,MSL,100000190942,oil shows,"February 17, 1995","October 5, 1995",JFP NZ INTERNATIONAL LTD
"4,031.00",Rimu-A2 A,exploration,-39.64,174.37,"4,326",87.6,RT,MSL,100000429165,oil/gas,"February 1, 2002","February 17, 2002",SWIFT ENERGY NEW ZEALAND LTD
"4,016.00",MR10P11 BR1,production,-39.99,173.29,"4,326",46.9,RT,MSL,100000816833,oil,"June 12, 2015","June 30, 2015",OMV NEW ZEALAND LIMITED
"4,015.00",Ruru-3A,exploration,-39.66,173.46,"4,326",25.9,DF,MSL,100000796522,shows,"October 19, 2014","January 18, 2015",SHELL TODD OIL SERVICES LIMITED
"3,995.50",Amokura-1,appraisal,-39.42,173.21,"4,326",25,KB,MSL,100000500980,oil,"March 23, 2004","April 15, 2004",NEW ZEALAND OVERSEAS PETROLEUM LTD
"3,975.00",Manganui-1,exploration,-39.11,174.3,"4,326",159.8,KB,MSL,100000113371,shows,"March 22, 1982","June 30, 1982",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"3,974.60",Kapuni-1,exploration,-39.47,174.18,"4,326",191.8,DF,MSL,100000021878,shows,"January 27, 1959","October 27, 1959",SHELL BP AND TODD OIL SERVICES LTD
"3,965.00",Totara-1,exploration,-39.16,174.33,"4,326",137.74,KB,MSL,100000113372,shows,"May 13, 1987","June 14, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"3,952.40",MB-07C,production,-39.65,173.32,"4,326",39.4,DF,MSL,100000762216,gas shows,"November 4, 2011","November 26, 2011",SHELL TODD OIL SERVICES LIMITED
"3,941.00",Kapuni-10,production,-39.48,174.18,"4,326",174.3,DF,MSL,100000022137,unknown,"May 26, 1975","July 14, 1975",SHELL BP AND TODD OIL SERVICES LTD
"3,932.00",Kapuni-9,production,-39.48,174.2,"4,326",182.5,KB,MSL,100000022138,unknown,"March 19, 1975","May 21, 1975",SHELL BP AND TODD OIL SERVICES LTD
"3,930.00",MB-X(4),production,-39.65,173.32,"4,326",39.42,RT,MSL,100000502181,oil,"March 26, 1993","December 28, 1993",SHELL TODD OIL SERVICES LIMITED
"3,919.70",Kapuni-7,production,-39.47,174.18,"4,326",192.6,DF,MSL,100000022140,unknown,"October 9, 1974","December 25, 1974",SHELL BP AND TODD OIL SERVICES LTD
"3,919.30",MR6AP2,production,-39.99,173.29,"4,326",46.94,RT,MSL,100000787837,unknown,"July 12, 2014","March 18, 2015",OMV NEW ZEALAND LIMITED
"3,919.00",Maui-4,appraisal,-40.04,173.24,"4,326",34.14,DF,MSL,100000022050,oil,"May 11, 1970","July 18, 1970",SHELL BP AND TODD OIL SERVICES LTD
"3,915.00",Taranui-1,exploration,-39.32,173.39,"4,326",21.5,RT,MSL,100000612580,dry,"August 20, 2007","September 12, 2007",AUSTRALIAN WORLDWIDE EXPLORATION
"3,911.00",Kapuni-17,production,-39.49,174.18,"4,326",156.11,RT,MSL,100000709590,gas,"December 14, 2009","January 19, 2010",SHELL TODD OIL SERVICES LIMITED
"3,910.60",Kapuni-11,production,-39.49,174.19,"4,326",157.9,DF,MSL,100000022136,unknown,"August 5, 1975","September 23, 1975",SHELL BP AND TODD OIL SERVICES LTD
"3,908.00",Oi-2,exploration,-39.35,173.33,"4,326",26,KB,LAT,100000787787,oil shows,"June 13, 2014","July 16, 2014",AUSTRALIAN WORLDWIDE EXPLORATION
"3,902.00",Tui-1,exploration,-39.43,173.25,"4,326",25,KB,MSL,100000474283,shows,"January 24, 2003","February 9, 2003",NEW ZEALAND OVERSEAS PETROLEUM LTD
"3,901.50",Kapuni-3A,exploration,-39.51,174.18,"4,326",136.6,DF,MSL,100000022141,gas,"July 15, 1974","September 29, 1974",SHELL BP AND TODD OIL SERVICES LTD
"3,901.50",Kapuni-4,appraisal,-39.45,174.17,"4,326",232.56,DF,MSL,100000021909,gas/condensate,"August 20, 1962","December 15, 1962",SHELL BP AND TODD OIL SERVICES LTD
"3,900.00",McKee-1,exploration,-39.1,174.33,"4,326",94.5,KB,MSL,100000113365,oil/gas,"October 19, 1979","February 2, 1980",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"3,900.00",Rimu-A3,appraisal,-39.64,174.37,"4,326",87.6,RT,MSL,100000373968,oil/gas,"March 6, 2001","April 7, 2001",SWIFT ENERGY NEW ZEALAND LTD
"3,894.00",Wainui-1,exploration,-38.46,173.31,"4,326",11.3,DF,MSL,100000113545,dry,"August 25, 1981","December 12, 1981",SHELL BP AND TODD OIL SERVICES LTD
"3,886.00",Kapuni-20A,appraisal,-39.47,174.18,"4,326",197.3,RT,MSL,100000790932,gas,"March 23, 2013","August 1, 2013",SHELL TODD OIL SERVICES LIMITED
"3,882.50",Te Ranga-1,exploration,-38.2,174.63,"4,326",34.7,DF,MSL,100000113524,unknown,"April 8, 1986","July 3, 1986",SHELL BP AND TODD OIL SERVICES LTD
"3,861.00",Pateke-2,appraisal,-39.38,173.19,"4,326",25,KB,MSL,100000516174,oil,"August 1, 2004","August 15, 2004",NEW ZEALAND OVERSEAS PETROLEUM LTD
"3,858.00",Kiwa-1,exploration,-39.81,172.7,"4,326",11.3,DF,MSL,100000113549,dry,"April 28, 1981","July 25, 1981",SHELL BP AND TODD OIL SERVICES LTD
"3,850.00",MR2P1-LL BR1,production,-39.99,173.29,"4,326",46.94,RT,MSL,100000790936,oil,"July 14, 2009","July 18, 2009",OMV NEW ZEALAND LIMITED
"3,843.80",Urenui-1,exploration,-39.02,174.36,"4,326",70.4,KB,MSL,100000021877,gas/condensate,"March 24, 1972","June 12, 1972",NZ AQUITAINE PETROLEUM LTD
"3,843.80",Urenui-1R,production,-39.02,174.36,"4,326",68.6,DF,MSL,100000021877R,gas/condensate,"November 10, 2014","November 16, 2014",GREYMOUTH PETROLEUM LTD
"3,835.00",Kahu-1,exploration,-39.43,173.29,"4,326",26,RF,LAT,100000704536,dry,"June 28, 2010","July 15, 2010",AWE NEW ZEALAND PTY LTD
"3,834.00",Kupe South-8,production,-39.85,174.12,"4,326",44,RT,MSL,100000621437,gas/condensate,"January 10, 2008","March 26, 2008",ORIGIN ENERGY RESOURCES LTD
"3,828.40",MR8AP3 BR1,production,-39.99,173.29,"4,326",46.94,RT,MSL,100000796519,oil,"October 31, 2014","November 25, 2014",OMV NEW ZEALAND LIMITED
"3,826.00",Kawau-1A,exploration,-48.93,169.1,"4,326",31.09,KB,MSL,100000022146,gas/condensate,"June 20, 1977","September 19, 1977",HUNT INTERNATIONAL PETROLEUM CO NZ
"3,825.20",Hector-1,exploration,-39.85,172.72,"4,326",21.5,RT,MSL,100000611955,dry,"July 26, 2007","August 17, 2007",AUSTRALIAN WORLDWIDE EXPLORATION
"3,825.20",Kapuni-5,production,-39.48,174.18,"4,326",173,DF,MSL,100000022142,gas/condensate,"March 25, 1974","July 9, 1974",SHELL BP AND TODD OIL SERVICES LTD
"3,824.00",Te Kumi-1,exploration,-38.16,173.94,"4,326",26.8,KB,MSL,100000113538,dry,"March 21, 1988","April 21, 1988",AMOCO NZ EXPLORATION CO LTD
"3,817.00",Pohokura-2,exploration,-38.91,174.26,"4,326",30.2,RT,MSL,100000355682,gas/condensate,"May 3, 2000","May 28, 2000",FLETCHER CHALLENGE ENERGY TARANAKI
"3,815.00",Pohokura-3,appraisal,-38.89,174.25,"4,326",23.2,RT,MSL,100000450453,gas/condensate,"October 27, 2002","December 2, 2002",SHELL TODD OIL SERVICES LIMITED
"3,807.00",Makino-1,exploration,-39.49,174.42,"4,326",229.97,RT,MSL,100000787676,dry,"December 10, 2001","January 29, 2002",MARABELLA ENTERPRISES LTD
"3,802.00",MB-Q(10),production,-39.65,173.32,"4,326",39.41,RT,MSL,100000502171,gas,"December 1, 1992","February 4, 1993",SHELL TODD OIL SERVICES LIMITED
"3,801.00",Pohokura South-1,appraisal,-38.99,174.3,"4,326",38,RT,MSL,100000373296,shows,"February 2, 2001","March 31, 2001",FLETCHER CHALLENGE ENERGY TARANAKI
"3,800.60",Parara-1,exploration,-46.62,167.17,"4,326",31.09,KB,MSL,100000022156,dry,"November 24, 1975","February 27, 1976",HUNT INTERNATIONAL PETROLEUM CO NZ
"3,800.00",Kupe South-4,appraisal,-39.88,174.14,"4,326",33.1,RT,MSL,100000113516,shows,"January 16, 1989","March 9, 1989",TCPL RESOURCES LTD
"3,796.90",Kapuni-3,exploration,-39.51,174.18,"4,326",136.9,DF,MSL,100000502146,gas,"April 21, 1962","June 24, 1962",SHELL BP AND TODD OIL SERVICES LTD
"3,796.00",Mokau-1,exploration,-38.72,174.48,"4,326",33.8,DF,MSL,100000113525,dry,"March 6, 1988","May 27, 1988",SHELL BP AND TODD OIL SERVICES LTD
"3,795.00",Maui B-6B,appraisal,-39.65,173.32,"4,326",43.9,KB,MSL,100000762111,dry,"January 5, 2000","February 5, 2000",SHELL BP AND TODD OIL SERVICES LTD
"3,793.00",Kapuni-6,production,-39.49,174.19,"4,326",156.61,DF,MSL,100000022143,gas/condensate,"December 21, 1973","March 3, 1974",SHELL BP AND TODD OIL SERVICES LTD
"3,781.00",MB-V(3),production,-39.65,173.32,"4,326",39.42,RT,MSL,100000502179,gas,"March 20, 1993","May 10, 1993",SHELL TODD OIL SERVICES LIMITED
"3,780.00",MR2P1-UL,production,-39.99,173.29,"4,326",46.94,RT,MSL,100000790937,oil,"June 30, 2009","July 8, 2009",OMV NEW ZEALAND LIMITED
"3,753.00",Manganui-2,appraisal,-39.11,174.3,"4,326",158.3,KB,MSL,100000113211,dry,"April 3, 1984","May 31, 1984",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"3,750.00",Mokoia-1,exploration,-39.66,174.36,"4,326",76.95,KB,MSL,100000113204,gas shows,"March 19, 1989","May 31, 1989",NEW ZEALAND OIL AND GAS LTD (NZOG)
"3,748.00",Waiho-1,exploration,-43.3,170.04,"4,326",7.86,KB,MSL,100000021905,dry,"March 24, 1972","July 16, 1972",NZ PETROLEUM EXPLORATION CO LTD
"3,740.00",Tui SW-2,exploration,-39.46,173.23,"4,326",24.03,RT,MSL,100000692241,oil shows,"May 11, 2010","June 9, 2010",AWE TARANAKI LTD
"3,739.00",Ohanga-2 ST1,appraisal,-39.03,174.35,"4,326",76.7,DF,MSL,100000709793,gas shows,"July 1, 2010","September 10, 2010",GREYMOUTH PETROLEUM LTD
"3,729.00",MB-N(5)-A,production,-39.65,173.32,"4,326",39.41,RT,MSL,100000502168,oil,"September 28, 1993","January 5, 1994",SHELL TODD OIL SERVICES LIMITED
"3,720.00",Kapuni-19,appraisal,-39.47,174.18,"4,326",197.3,RT,MSL,100000790930,gas/cond,"April 2, 2013","June 18, 2013",SHELL TODD OIL SERVICES LIMITED
"3,717.00",Pukaki-1,exploration,-48.56,170.15,"4,326",30.02,KB,MSL,100000113640,dry,"November 22, 1983","January 14, 1984",PLACID OIL COMPANY
"3,716.00",Waihi-1A,exploration,-38.66,174.49,"4,326",11,KB,MSL,100000787735,shows,"February 8, 1993","May 3, 1993",ARCO PETROLEUM NZ INC
"3,709.00",MB-P(8),production,-39.65,173.32,"4,326",39.4,RT,MSL,100000502170,oil,"February 23, 1994","April 5, 1994",SHELL TODD OIL SERVICES LIMITED
"3,700.00",Hoki-1,exploration,-38.85,172.53,"4,326",26,RT,LAT,100000676629,dry,"March 5, 2010","April 28, 2010",AWE NEW ZEALAND PTY LTD
"3,685.00",Maui A-3(P),production,-39.55,173.45,"4,326",42.4,KB,MSL,100000022132,gas/condensate,"April 27, 1978","August 19, 1978",SHELL BP AND TODD OIL SERVICES LTD
"3,682.00",Kupe-1,exploration,-39.83,174.13,"4,326",9.8,DF,MSL,100000022045,gas shows,"August 6, 1975","November 11, 1975",SHELL BP AND TODD OIL SERVICES LTD
"3,681.00",West Cape-1,exploration,-39.42,172.98,"4,326",19.45,RT,MSL,100000614108,dry,"September 13, 2007","September 28, 2007",AUSTRALIAN WORLDWIDE EXPLORATION
"3,681.00",Waka Nui-1,exploration,-36.51,172.98,"4,326",24,RT,MSL,100000544910,dry,"April 30, 1999","June 25, 1999",CONOCO NORTHLAND LTD
"3,674.00",Moana-1,exploration,-38.18,173.85,"4,326",19.5,RT,MSL,100000619620,dry,"November 9, 2007","November 27, 2007",OMV NEW ZEALAND LIMITED
"3,672.00",Kapuni-12,production,-39.43,174.18,"4,326",274.2,DF,MSL,100000164570,shows,"February 23, 1983","April 8, 1983",SHELL BP AND TODD OIL SERVICES LTD
"3,658.00",Opoutama-1,exploration,-39.06,177.82,"4,326",23.62,RT,MSL,100000022160,shows,"February 28, 1967","August 17, 1967",NZ AQUITAINE PETROLEUM LTD
"3,656.00",MB-03A,production,-39.65,173.32,"4,326",48.57,WBHR,MSL,100000705762,gas,"September 27, 2009","October 15, 2009",SHELL TODD OIL SERVICES LIMITED
"3,640.00",MA-05A,production,-39.55,173.45,"4,326",53.33,WBHR,MSL,100000712759,gas shows,"August 17, 2010","August 25, 2010",SHELL TODD OIL SERVICES LIMITED
"3,639.00",MB-T(9),production,-39.65,173.32,"4,326",39.41,RT,MSL,100000502175,gas,"February 21, 1993","March 13, 1993",SHELL TODD OIL SERVICES LIMITED
"3,637.60",MB-08A,production,-39.65,173.32,"4,326",49.74,WBHR,MSL,100000790958,gas,"July 5, 2012","August 11, 2012",SHELL TODD OIL SERVICES LIMITED
"3,636.00",MA-14A,production,-39.55,173.45,"4,326",53.33,WBHR,MSL,100000709792,gas shows,"June 14, 2010","July 12, 2010",SHELL TODD OIL SERVICES LIMITED
"3,630.00",Toko-2B,appraisal,-39.32,174.35,"4,326",231,KB,MSL,100000285604,oil,"April 16, 1998","June 6, 1998",FLETCHER CHALLENGE ENERGY TARANAKI
"3,620.00",MB-R(1),production,-39.65,173.32,"4,326",39.42,RT,MSL,100000502172,oil,"March 22, 1993","June 12, 1993",SHELL TODD OIL SERVICES LIMITED
"3,618.00",Waihapa-8,appraisal,-39.39,174.37,"4,326",239.84,KB,MSL,100000183233,oil,"November 10, 1994","December 17, 1994",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"3,600.00",Cheal-B8,exploration,-39.38,174.31,"4,326",258,RT,MSL,100000759989,oil/gas,"October 19, 2012","December 12, 2012",TAG OIL LTD
"3,599.00",MB-07F,production,-39.65,173.32,"4,326",39.4,DF,MSL,100000762219,gas,"January 22, 2012","March 7, 2012",SHELL TODD OIL SERVICES LIMITED
"3,595.00",Wharehuia-1,exploration,-39.29,174.35,"4,326",280.2,KB,MSL,100000113359,dry,"December 31, 1984","February 15, 1985",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"3,590.00",Onaero-1,exploration,-39,174.37,"4,326",49.85,KB,MSL,100000113343,water,"October 13, 1980","December 14, 1980",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"3,580.00",MB-11C,production,-39.65,173.32,"4,326",49.74,WBHR,MSL,100000790960,dry,"March 3, 2012","May 28, 2012",SHELL TODD OIL SERVICES LIMITED
"3,579.00",Maui B-7B,production,-39.65,173.32,"4,326",43.9,KB,MSL,100000762209,oil,"July 29, 2000","August 18, 2000",SHELL TODD OIL SERVICES LIMITED
"3,578.80",Tieke-1,exploration,-39.48,173.31,"4,326",19.42,RT,MSL,100000580502,oil/gas,"November 22, 2006","December 13, 2006",AWE NEW ZEALAND PTY LTD
"3,578.00",Ohanga-1,exploration,-39.03,174.35,"4,326",75,KB,MSL,100000113357,gas/condensate,"September 28, 1990","December 7, 1990", NEW ZEALAND PETROLEUM CO LTD
"3,577.00",Maui A-8(A),production,-39.55,173.45,"4,326",42.2,KB,MSL,100000022125,gas/condensate,"September 23, 1978","February 4, 1979",SHELL BP AND TODD OIL SERVICES LTD
"3,575.00",Maui A-2(N),production,-39.55,173.45,"4,326",42.4,KB,MSL,100000022133,gas/condensate,"April 12, 1978","September 9, 1978",SHELL BP AND TODD OIL SERVICES LTD
"3,570.00",MR3P8BR1,production,-39.99,173.29,"4,326",46.9,RT,MSL,100000787755,oil,"December 4, 2008","January 22, 2009",OMV NEW ZEALAND LIMITED
"3,570.00",Kauri-E5,exploration,-39.69,174.39,"4,326",44.25,RT,MSL,100000505266,gas,"June 18, 2004","July 24, 2004",SWIFT ENERGY NEW ZEALAND LTD
"3,566.10",Maui-2,appraisal,-39.61,173.45,"4,326",34.1,DF,MSL,100000022052,oil/gas,"October 5, 1969","December 24, 1969",SHELL BP AND TODD OIL SERVICES LTD
"3,553.00",Mangaa-1,exploration,-38.18,174.17,"4,326",34,DF,MSL,100000022047,dry,"March 31, 1970","May 4, 1970",HEMATITE PETROLEUM NZ LTD
"3,551.00",Rimu-B2,appraisal,-39.66,174.37,"4,326",88.86,RT,MSL,100000368169,oil/gas,"October 24, 2000","December 30, 2000",SWIFT ENERGY NEW ZEALAND LTD
"3,548.00",MR4P9BR2,production,-39.99,173.29,"4,326",46.9,RT,MSL,100000787771,unknown,"December 12, 2008","February 13, 2009",OMV NEW ZEALAND LIMITED
"3,546.30",Moa-1B,exploration,-38.49,173.35,"4,326",10,KB,MSL,100000022149,shows,"November 13, 1968","January 20, 1969",ESSO EXPL. AND PROD. NZ INC
"3,542.00",Ngaere-2A,appraisal,-39.34,174.37,"4,326",229,RT,MSL,100000290665,oil,"June 17, 1998","July 18, 1998",FLETCHER CHALLENGE ENERGY TARANAKI
"3,542.00",Te Whatu-2,exploration,-40.07,172.99,"4,326",27,KB,MSL,100000113546,dry,"October 11, 1987","November 6, 1987",PETROLEUM CORPORATION OF NZ EXPL. LTD
"3,520.00",Ohanga-2 ST2,appraisal,-39.03,174.35,"4,326",74.3,DF,MSL,100000796520,gas/condensate,"January 6, 2015","January 25, 2015",GREYMOUTH PETROLEUM LTD
"3,503.00",Kupe South-7ST1,production,-39.85,174.12,"4,326",44,RT,MSL,100000625196,gas/condensate,"April 10, 2008","April 15, 2008",ORIGIN ENERGY RESOURCES LTD
"3,503.00",Kupe South-1,exploration,-39.85,174.11,"4,326",32.5,KB,MSL,100000113522,oil/gas,"October 30, 1986","January 4, 1987",NEW ZEALAND OIL AND GAS LTD (NZOG)
"3,501.00",Rahi-1,exploration,-39.72,173.34,"4,326",29,DF,MSL,100000223430,shows,"October 29, 1996","November 25, 1996",SHELL TODD OIL SERVICES LIMITED
"3,500.00",Kora-4,exploration,-38.39,173.8,"4,326",27.7,KB,MSL,100000113539,oil shows,"August 4, 1988","September 10, 1988",ARCO PETROLEUM NZ INC
"3,494.50",Whangaehu-1,exploration,-40.04,175.14,"4,326",11.8,KB,MSL,100000207180,dry,"January 28, 1996","February 20, 1996",WESTECH ENERGY NEW ZEALAND LTD
"3,493.00",Kauri-E8,appraisal,-39.69,174.39,"4,326",44.47,RT,MSL,100000534001,dry,"December 31, 2004","January 21, 2005",SWIFT ENERGY NEW ZEALAND LTD
"3,492.00",Maui A-10(F),production,-39.55,173.45,"4,326",42.4,KB,MSL,100000022124,gas/condensate,"October 23, 1978","February 18, 1979",SHELL BP AND TODD OIL SERVICES LTD
"3,460.00",Piakau North-A2,appraisal,-39.3,174.34,"4,326",275.13,RT,MSL,100000544247,shows,"August 12, 2005","September 29, 2005",SWIFT ENERGY NEW ZEALAND LTD
"3,459.00",Awakino South-1 ST1,exploration,-38.55,174.57,"4,326",33.6,RT,MSL,100000787670,gas shows,"October 9, 2008","November 1, 2008",STP ENERGY PTE LTD
"3,455.00",Kauri-E8A,appraisal,-39.69,174.39,"4,326",44.47,RT,MSL,100000534571,dry,"January 27, 2005","February 16, 2005",SWIFT ENERGY NEW ZEALAND LTD
"3,455.00",Maui B-7A,production,-39.65,173.32,"4,326",43.9,KB,MSL,100000762193,shows,"June 9, 2000","July 15, 2000",SHELL TODD OIL SERVICES LIMITED
"3,454.00",Kupe South-7,appraisal,-39.85,174.12,"4,326",44,RT,MSL,100000621436,dry,"December 24, 2007","March 30, 2008",ORIGIN ENERGY RESOURCES LTD
"3,450.00",MB-11B,production,-39.65,173.32,"4,326",48.57,WBHR,MSL,100000790959,shows,"February 10, 2010","February 22, 2010",SHELL TODD OIL SERVICES LIMITED
"3,449.00",Kahawai-1,exploration,-38.3,174.25,"4,326",32,KB,MSL,100000123617,dry,"November 24, 1990","December 28, 1990",NEW ZEALAND OIL AND GAS LTD (NZOG)
"3,448.00",Kauri-E10,appraisal,-39.69,174.39,"4,326",44.46,RT,MSL,100000787673,dry,"April 8, 2005","May 10, 2005",SWIFT ENERGY NEW ZEALAND LTD
"3,447.00",Kupe South-3B,appraisal,-39.85,174.13,"4,326",32.6,KB,MSL,100000113519,shows,"January 7, 1988","January 29, 1988",TCPL RESOURCES LTD
"3,440.00",MB-04B,production,-39.65,173.32,"4,326",49.74,WBHR,MSL,100000790957,gas/condensate,"August 30, 2012","September 19, 2012",SHELL TODD OIL SERVICES LIMITED
"3,437.00",MB-11D,production,-39.65,173.32,"4,326",49.74,WBHR,MSL,100000790961,gas,"May 14, 2012","May 28, 2012",SHELL TODD OIL SERVICES LIMITED
"3,434.00",Kauri-A4,appraisal,-39.7,174.4,"4,326",49.54,RT,MSL,100000445301,gas shows,"June 23, 2002","July 22, 2002",SWIFT ENERGY NEW ZEALAND LTD
"3,431.00",MB-05B,production,-39.65,173.32,"4,326",48.57,WBHR,MSL,100000762215,gas,"November 24, 2009","December 20, 2009",SHELL TODD OIL SERVICES LIMITED
